"Speaker","Gender","Age","BirthYear","LabovHierarchy","AlveolarStatus","VelarStatus","BilabialStatus","LabiodentalStatus","Voicing","OralStopStatus","Nasality","LateralStatus","Frication","Sonority","PlaceOfArticulation","MannerOfArticulation","Syllables","Context","Vowel","FREQcount","Lg10WF","Lg10WF_c","F1_raw","F2_raw","F1","F2"
"F1937","F","O",1937,3,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","mutt","u",202,2.3075,-0.847478859060403,847.9931413,1461.893666,591.33,1303.491
"F1937","F","O",1937,3,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","gully","u",47,1.6812,-1.4737788590604,702.1933603,1387.960974,523.505,1268.771
"F1937","F","O",1937,3,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","run","u",17878,4.2523,1.0973211409396,860.9619871,1503.597931,597.416,1323.254
"F1937","F","O",1937,3,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gum","u",683,2.8351,-0.319878859060402,785.9968173,1396.488461,562.489,1272.778
"M1995","M","Y",1995,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bet","e",8763,3.9427,0.787721140939597,656.123517,1760.711071,548.201,1672.32
"M1995","M","Y",1995,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bed","e",9543,3.9797,0.824721140939597,608.4373173,1710.441087,516.096,1629.321
"M1995","M","Y",1995,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","pen","e",1261,3.1011,-0.0538788590604025,602.9600661,1777.164172,512.392,1686.475
"M1995","M","Y",1995,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","says","e",16356,4.2137,1.0587211409396,637.9325877,1667.629574,535.941,1592.732
"M1995","M","Y",1995,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","sell","e",4705,3.6727,0.517721140939597,665.5249759,1349.594963,554.551,1320.584
"M1995","M","Y",1995,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","neck","e",3035,3.4823,0.327321140939597,676.0690431,1636.001404,561.695,1565.757
"M1995","M","Y",1995,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","belly","e",794,2.9004,-0.254578859060403,621.2466264,1335.898934,524.74,1308.833
"M1995","M","Y",1995,2,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","stef","e",NA,NA,NA,707.9149129,1584.825806,583.128,1521.957
"M1995","M","Y",1995,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","beg","e",2600,3.4151,0.260121140939597,594.6564056,1819.474688,506.835,1722.797
"M1995","M","Y",1995,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","jess","e",1074,3.0314,-0.123578859060403,693.0955763,1586.959922,573.161,1523.827
"M1995","M","Y",1995,2,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gem","e",126,2.1038,-1.0511788590604,623.9948849,1622.42671,526.592,1554.006
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bet","e",8763,3.9427,0.787721140939597,658.7882933,1825.914418,538.499,1714.517
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bed","e",9543,3.9797,0.824721140939597,625.7009713,1746.942871,516.185,1655.494
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","pen","e",1261,3.1011,-0.0538788590604025,706.9835908,1766.605772,570.956,1670.183
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","says","e",16356,4.2137,1.0587211409396,605.1740542,1664.308752,502.425,1593.8
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","sell","e",4705,3.6727,0.517721140939597,652.2935274,1473.137647,534.089,1450.916
"M1992b","M","Y",1992,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","neck","e",3035,3.4823,0.327321140939597,674.2690191,1686.388464,548.906,1610.359
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","belly","e",794,2.9004,-0.254578859060403,577.5559304,1497.930978,483.815,1469.344
"M1992b","M","Y",1992,2,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","stef","e",NA,NA,NA,701.0258659,1614.132995,566.899,1556.143
"M1992b","M","Y",1992,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","beg","e",2600,3.4151,0.260121140939597,621.787075,1809.542034,513.539,1702.232
"M1992b","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","jess","e",1074,3.0314,-0.123578859060403,634.1695942,1499.229057,521.917,1470.412
"M1992b","M","Y",1992,2,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gem","e",126,2.1038,-1.0511788590604,601.2089959,1636.183473,499.691,1572.701
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bet","e",8763,3.9427,0.787721140939597,606.5062036,1413.83037,542.997,1420.736
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bed","e",9543,3.9797,0.824721140939597,577.3690552,1449.483447,516.361,1449.847
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","pen","e",1261,3.1011,-0.0538788590604025,639.3844481,1470.79454,572.985,1467.207
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","says","e",16356,4.2137,1.0587211409396,582.1973257,1466.64553,520.771,1463.735
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","sell","e",4705,3.6727,0.517721140939597,604.7047669,1286.282873,541.321,1316.578
"M1992a","M","Y",1992,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","neck","e",3035,3.4823,0.327321140939597,630.7717063,1513.66291,565.047,1502.194
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","belly","e",794,2.9004,-0.254578859060403,550.0106986,1297.606245,491.401,1325.925
"M1992a","M","Y",1992,2,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","stef","e",NA,NA,NA,620.3925381,1397.115235,555.609,1407.116
"M1992a","M","Y",1992,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","beg","e",2600,3.4151,0.260121140939597,498.302016,1591.403897,444.214,1565.49
"M1992a","M","Y",1992,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","jess","e",1074,3.0314,-0.123578859060403,591.1236797,1370.861235,528.885,1385.483
"M1992a","M","Y",1992,2,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gem","e",126,2.1038,-1.0511788590604,651.2696557,1373.059784,583.745,1387.352
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bet","e",8763,3.9427,0.787721140939597,670.3871488,1739.840579,541.498,1632.259
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bed","e",9543,3.9797,0.824721140939597,605.773294,1760.110239,501.896,1646.414
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","pen","e",1261,3.1011,-0.0538788590604025,585.8183613,1989.86939,489.725,1807.726
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","says","e",16356,4.2137,1.0587211409396,619.0139287,1772.044744,510.011,1654.96
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","sell","e",4705,3.6727,0.517721140939597,661.1742198,1698.185808,535.853,1602.881
"M1991","M","Y",1991,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","neck","e",3035,3.4823,0.327321140939597,722.1329378,1871.148156,573.249,1724.399
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","belly","e",794,2.9004,-0.254578859060403,659.3260056,1518.022202,534.794,1476.555
"M1991","M","Y",1991,2,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","stef","e",NA,NA,NA,673.828258,1777.929664,543.614,1658.966
"M1991","M","Y",1991,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","beg","e",2600,3.4151,0.260121140939597,669.1303088,1758.224135,540.792,1645.078
"M1991","M","Y",1991,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","jess","e",1074,3.0314,-0.123578859060403,707.9562512,1654.317678,564.518,1572.167
"M1991","M","Y",1991,2,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gem","e",126,2.1038,-1.0511788590604,616.2252254,1733.038621,508.335,1627.451
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bet","e",8763,3.9427,0.787721140939597,705.7632984,1605.372624,549.083,1581.515
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bed","e",9543,3.9797,0.824721140939597,698.30401,1541.420241,544.585,1528.1
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","pen","e",1261,3.1011,-0.0538788590604025,715.9396313,1862.898876,555.257,1796.509
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","says","e",16356,4.2137,1.0587211409396,633.1197753,1568.291789,504.895,1550.534
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","sell","e",4705,3.6727,0.517721140939597,618.4987582,1508.870886,495.987,1500.858
"M1989","M","Y",1989,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","neck","e",3035,3.4823,0.327321140939597,702.7840493,1704.822995,547.319,1664.575
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","belly","e",794,2.9004,-0.254578859060403,633.520792,1539.794843,505.071,1526.765
"M1989","M","Y",1989,2,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","stef","e",NA,NA,NA,679.7483299,1571.286212,533.207,1552.938
"M1989","M","Y",1989,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","beg","e",2600,3.4151,0.260121140939597,670.8325893,1619.140777,527.827,1592.999
"M1989","M","Y",1989,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","jess","e",1074,3.0314,-0.123578859060403,733.4046021,1470.289204,565.929,1468.81
"M1989","M","Y",1989,2,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gem","e",126,2.1038,-1.0511788590604,719.1114494,1550.747762,557.197,1535.845
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bet","e",8763,3.9427,0.787721140939597,678.1239654,1953.571044,527.827,1652.289
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bed","e",9543,3.9797,0.824721140939597,620.2228512,1866.778809,494.929,1596.471
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","pen","e",1261,3.1011,-0.0538788590604025,621.2284814,2015.903959,495.546,1692.617
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","says","e",16356,4.2137,1.0587211409396,604.9153719,1820.868508,486.285,1566.826
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","sell","e",4705,3.6727,0.517721140939597,677.4536679,1667.466928,527.474,1467.741
"M1988","M","Y",1988,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","neck","e",3035,3.4823,0.327321140939597,705.8235311,1833.517474,543.526,1574.838
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","belly","e",794,2.9004,-0.254578859060403,610.0884907,1792.799059,489.196,1548.665
"M1988","M","Y",1988,2,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","stef","e",NA,NA,NA,659.0834435,1840.651876,517.067,1579.645
"M1988","M","Y",1988,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","beg","e",2600,3.4151,0.260121140939597,639.1782075,2077.977995,505.689,1732.678
"M1988","M","Y",1988,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","jess","e",1074,3.0314,-0.123578859060403,672.5106221,1811.678246,524.652,1560.95
"M1988","M","Y",1988,2,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gem","e",126,2.1038,-1.0511788590604,632.0229618,1849.876878,501.632,1585.521
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bet","e",8763,3.9427,0.787721140939597,691.5655386,1671.932665,516.449,1576.974
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bed","e",9543,3.9797,0.824721140939597,690.8406027,1741.638992,516.008,1637.867
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","pen","e",1261,3.1011,-0.0538788590604025,792.434172,1668.778772,575.101,1574.304
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","says","e",16356,4.2137,1.0587211409396,651.8719795,1658.631657,493.341,1565.49
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","sell","e",4705,3.6727,0.517721140939597,659.2712715,1523.849761,497.663,1447.711
"M1987","M","Y",1987,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","neck","e",3035,3.4823,0.327321140939597,712.2517395,1777.226896,528.532,1668.848
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","belly","e",794,2.9004,-0.254578859060403,604.338287,1573.718388,465.735,1491.244
"M1987","M","Y",1987,2,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","stef","e",NA,NA,NA,699.767094,1630.49792,521.212,1540.919
"M1987","M","Y",1987,2,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","beg","e",2600,3.4151,0.260121140939597,682.5769387,1726.220855,511.245,1624.514
"M1987","M","Y",1987,2,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","jess","e",1074,3.0314,-0.123578859060403,700.4888609,1573.147359,521.653,1490.71
"M1987","M","Y",1987,2,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gem","e",126,2.1038,-1.0511788590604,782.2810866,1619.905533,569.192,1531.572
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bet","e",8763,3.9427,0.787721140939597,646.5429858,1930.835655,515.744,1640.271
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bed","e",9543,3.9797,0.824721140939597,606.884742,1879.662121,490.871,1606.085
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","pen","e",1261,3.1011,-0.0538788590604025,600.0501779,2037.280846,486.55,1711.312
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","says","e",16356,4.2137,1.0587211409396,588.5906549,1825.584149,479.406,1570.031
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","sell","e",4705,3.6727,0.517721140939597,621.4260811,1753.611611,499.956,1522.224
"M1961","M","O",1961,4,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","neck","e",3035,3.4823,0.327321140939597,638.4071665,1883.290517,510.628,1608.756
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","belly","e",794,2.9004,-0.254578859060403,549.8995624,1707.783021,455.151,1491.511
"M1961","M","O",1961,4,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","stef","e",NA,NA,NA,628.7812895,1835.940864,504.63,1576.974
"M1961","M","O",1961,4,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","beg","e",2600,3.4151,0.260121140939597,624.5411989,1912.407841,501.984,1627.986
"M1961","M","O",1961,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","jess","e",1074,3.0314,-0.123578859060403,651.2372149,1773.342014,518.654,1535.311
"M1961","M","O",1961,4,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gem","e",126,2.1038,-1.0511788590604,626.3452843,1872.078121,503.043,1601.278
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bet","e",8763,3.9427,0.787721140939597,691.5696139,1877.057025,515.567,1629.321
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bed","e",9543,3.9797,0.824721140939597,616.4460492,1948.521253,476.671,1677.661
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","pen","e",1261,3.1011,-0.0538788590604025,680.6445816,2034.777235,509.922,1736.15
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","says","e",16356,4.2137,1.0587211409396,624.4588444,1715.291772,480.817,1519.554
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","sell","e",4705,3.6727,0.517721140939597,666.4379927,1519.440956,502.602,1386.818
"M1960","M","O",1960,4,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","neck","e",3035,3.4823,0.327321140939597,753.2656889,1875.847316,547.583,1628.253
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","disyllabic","belly","e",794,2.9004,-0.254578859060403,660.7433337,1617.346732,499.603,1453.052
"M1960","M","O",1960,4,"not_alveolar","not_velar","not_bilabial","labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","labiodental","fricative","monosyllabic","stef","e",NA,NA,NA,699.6795413,1640.730496,519.801,1469.077
"M1960","M","O",1960,4,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","beg","e",2600,3.4151,0.260121140939597,567.0260591,1861.487811,451.094,1618.638
"M1960","M","O",1960,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","jess","e",1074,3.0314,-0.123578859060403,697.1113091,1765.410088,518.478,1553.472
"M1960","M","O",1960,4,"not_alveolar","not_velar","bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","bilabial","nasal","monosyllabic","gem","e",126,2.1038,-1.0511788590604,723.8226086,1891.552651,532.325,1638.936
"M1957","M","O",1957,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bet","e",8763,3.9427,0.787721140939597,542.9113609,1724.667767,509.217,1569.229
"M1957","M","O",1957,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","not_nasal","not_lateral","not_fricative","obstruent","alveolar","stop","monosyllabic","bed","e",9543,3.9797,0.824721140939597,528.7135417,1779.430169,497.486,1602.079
"M1957","M","O",1957,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","stop","nasal","not_lateral","not_fricative","sonorant","alveolar","nasal","monosyllabic","pen","e",1261,3.1011,-0.0538788590604025,580.4398872,1971.294008,540.351,1716.387
"M1957","M","O",1957,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","not_lateral","fricative","obstruent","alveolar","fricative","monosyllabic","says","e",16356,4.2137,1.0587211409396,503.0606548,1920,476.23,1685.673
"M1957","M","O",1957,4,"alveolar","not_velar","not_bilabial","not_labiodental","voiced","not_stop","not_nasal","lateral","not_fricative","sonorant","alveolar","lateral","monosyllabic","sell","e",4705,3.6727,0.517721140939597,551.3623582,1669.936419,516.273,1536.646
"M1957","M","O",1957,4,"not_alveolar","velar","not_bilabial","not_labiodental","voiceless","stop","not_nasal","not_lateral","not_fricative","obstruent","velar","stop","monosyllabic","neck","e",3035,3.4823,0.327321140939597,593.7198486,1979.832562,551.376,1721.461
